stkcd,名稱,change_type,eff_date,remarks,event_type,ann_date
688195,騰景科技,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600375,漢馬科技,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
600628,新世界,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
600650,錦江在線,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
688023,安恒信息,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
603897,長城科技,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
601011,寶泰隆,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
601010,文峰股份,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600979,廣安愛眾,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600868,梅雁吉祥,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600825,新華傳媒,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600756,浪潮軟件,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600610,中毅達,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600590,泰豪科技,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600255,鑫科材料,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600172,黃河旋風,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600113,浙江東日,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
600101,明星電力,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
605339,南僑食品,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
605133,嶸泰股份,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
605018,長華集團,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
603887,城地香江,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
603666,億嘉和,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
603587,地素時尚,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
603121,華培動力,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
603081,大豐實業,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
603068,博通集成,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002055,得潤電子,移至深股通特別證券/中華通特別證券名單 (只可賣出),2025-06-23,半年度調整考察時不符合相關資格準則的股票。該股票同時由可進行保證金交易的合資格深交所證券名單及可賣空的合資格深股通證券名單中移除。,Special,
600983,惠而浦,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
600693,東百集團,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
600666,奧瑞德,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
688093,世華科技,加入(由滬股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
003010,若羽臣,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
600592,龍溪股份,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在上交所融資融券名單中，因此該股票將同時被納入合資格滬股通保證金交易股票名單及合資格滬股通擔保賣空股票名單內。有關上交所融資融券名單詳情， 請參閱http://www.sse.com.cn/services/tradingservice/margin/home/ 。,In,
300063,天龍集團,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002124,天邦食品,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002175,東方智造,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002187,廣百股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002310,東方園林,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002321,華英農業,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002392,北京利爾,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002510,天汽模,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002514,寶馨科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002640,跨境通,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002766,索菱股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
003005,競業達,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300056,中創環保,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300071,福石控股,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300153,科泰電源,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300231,銀信科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300248,新開普,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300386,飛天誠信,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002092,中泰化學,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300436,廣生堂,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002086,東方海洋,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
000989,九芝堂,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300968,格林精密,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300976,達瑞電子,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300984,金沃股份,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301000,肇民科技,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301160,翔樓新材,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301187,歐聖電氣,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301196,唯科科技,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301220,亞香股份,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301259,艾布魯,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301261,恒工精密,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301280,珠城科技,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301396,宏景科技,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301413,安培龍,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301662,宏工科技,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
000532,華金資本,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
000882,華聯股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
000925,眾合科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
001267,匯綠生態,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300938,信測標準,加入,2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300441,鮑斯股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300533,冰川網絡,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002570,貝因美,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002577,雷柏科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002685,華東重機,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002695,煌上煌,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002765,藍黛科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002843,泰嘉股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300245,天璣科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300258,精鍛科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300328,宜安科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300566,激智科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300681,英搏爾,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300863,卡倍億,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300911,億田智能,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301099,雅創電子,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301162,國能日新,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
301202,朗威股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
001201,東瑞股份,移至深股通特別證券/中華通特別證券名單 (只可賣出),2025-06-23,半年度調整考察時不符合相關資格準則的股票。,Special,
002547,春興精工,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300465,高偉達,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
002520,日發精機,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002364,中恒電氣,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
300577,開潤股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300603,立昂技術,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300662,科銳國際,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300680,隆盛科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
300758,七彩化學,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。,In,
000592,平潭發展,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
000716,黑芝麻,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
000859,國風新材,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
000973,佛塑科技,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002115,三維通信,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002117,東港股份,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002189,中光學,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
002269,美邦服飾,加入(由深股通特別證券/中華通特別證券名單 (只可賣出)),2025-06-23,半年度調整考察時符合相關資格準則的股票。由於該股票同時包括在深交所融資融券名單中，因此該股票將同時被納入合資格深股通保證金交易股票名單及合資格深股通擔保賣空股票名單內。有關深交所融資融券名單詳情，請參閱http://www.szse.cn/disclosure/margin/object/index.html。,In,
